Period,SG,SN,SV,BG,BN,BV
199306,0.6216,0.5621,1.5266,-1.0185,1.1716,3.5088
199307,-0.4111,1.529,2.0552,-1.9832,1.3129,1.181
199308,3.8217,4.8355,3.4029,3.4918,3.9539,4.1644
199309,3.2945,2.3333,2.4627,-0.9616,0.6284,-0.637
199310,3.9579,1.6154,2.7665,3.292,-0.1105,-0.9568
199311,-3.2017,-2.8255,-2.4712,0.0713,-2.6937,-2.2071
199312,2.6718,3.8809,2.5974,1.4335,1.8347,2.2193
199401,1.8652,2.9614,4.9022,2.4287,4.4498,1.6588
199402,-0.9438,0.8857,-1.1403,-1.7696,-3.0739,-4.7446
199403,-6.2693,-4.7942,-4.3075,-4.6762,-3.8937,-3.3823
199404,-0.8897,0.6659,1.3828,0.6081,1.8348,1.6508
199405,-2.6743,-1.0263,0.1339,1.4042,1.5042,-0.0926
199406,-4.7653,-2.3873,-1.7716,-3.1245,-1.8549,-2.6707
199407,1.6371,1.077,2.1686,2.876,3.9435,3.4646
199408,7.3103,4.8406,3.9452,5.2204,2.9645,3.641
199409,0.6183,-0.2685,-0.0222,-1.443,-3.0447,-4.5385
199410,0.4802,0.001,-1.5701,2.0016,2.8745,0.7338
199411,-3.9471,-3.1834,-3.6773,-3.2203,-3.5178,-4.8625
199412,0.8677,1.655,1.5773,1.524,1.2596,0.4214
199501,-1.0435,-0.4228,0.8954,2.2018,2.4615,5.3418
199502,3.4562,3.3119,4.3155,3.8652,3.8933,5.2499
199503,2.9366,1.7444,1.302,2.9741,3.1957,0.3147
199504,1.0279,2.7629,3.2948,2.3426,2.8433,3.4876
199505,0.8065,1.6383,2.868,3.2691,4.0379,5.6698
199506,7.7285,4.5712,4.284,3.4567,1.8053,1.9059
199507,8.0194,4.8207,4.8265,3.796,3.914,3.7288
199508,2.0756,2.693,3.9922,0.0054,0.903,3.7677
199509,2.3147,1.9864,1.6874,4.4953,3.1983,5.1583
199510,-5.62,-5.3043,-3.7902,0.316,-1.1378,-2.4331
199511,3.5605,3.3495,3.6421,4.1711,4.6633,5.3046
199512,2.1161,2.2689,2.2334,0.7506,2.6399,1.2963
199601,0.3392,0.3045,0.6654,3.1137,2.8802,3.2187
199602,4.908,2.2827,2.8008,1.7308,1.3284,1.5137
199603,2.54,2.4968,2.6374,0.326,1.9479,0.8468
199604,8.5921,5.1344,4.6284,2.5421,1.7345,-1.6457
199605,5.9599,4.5148,5.3882,3.4197,0.8151,2.3978
199606,-6.0973,-2.9863,-2.3297,0.1239,-0.6858,0.8735
199607,-13.8071,-6.9015,-5.4108,-5.6342,-3.826,-3.7164
199608,7.0961,4.949,4.468,2.1551,3.8089,3.2316
199609,5.342,2.4751,3.2604,6.6564,4.0515,3.2261
199610,-5.2736,-0.2662,0.9927,0.7025,3.8195,4.2844
199611,1.7306,4.4223,3.9793,7.1773,7.3215,7.8497
199612,0.4455,2.5148,2.1981,-1.7512,-1.4931,-0.848
199701,4.1465,3.2155,2.9362,6.5461,4.6449,4.9041
199702,-6.4784,-0.7909,1.1822,0.0234,-0.0175,3.7717
199703,-8.551,-3.82,-1.8877,-5.3654,-2.4175,-5.161
199704,-3.1637,0.602,-0.3909,6.4026,4.053,3.8156
199705,15.5702,10.2566,8.398,6.8802,5.979,5.8951
199706,3.2567,5.6097,6.8907,4.3323,3.9166,3.9469
199707,5.1052,5.0658,5.6393,7.6955,8.6569,7.5697
199708,3.9492,3.4117,3.0696,-5.4839,-3.7303,-2.3583
199709,8.6898,7.9422,8.2432,5.036,6.101,6.0636
199710,-6.5278,-3.4854,-2.03,-3.2675,-3.268,-3.0983
199711,-3.4925,-0.9492,0.4713,5.1074,2.6369,3.6187
199712,-2.2836,0.64,2.335,1.2117,2.8224,4.6444
199801,-0.6275,-1.1429,-1.0496,2.558,-1.9875,-0.3207
199802,8.4067,7.2827,7.1287,7.0321,8.2627,6.7495
199803,4.1271,4.9222,4.7082,4.8869,5.0989,7.3878
199804,0.6786,1.3975,2.0579,0.8497,1.9408,1.2576
199805,-7.3517,-5.162,-2.4733,-2.1801,-2.413,-0.1921
199806,0.4272,-0.341,-0.2326,5.5318,1.6903,2.5832
199807,-7.8268,-7.3685,-7.3421,-0.8271,-2.167,-4.7234
199808,-24.3957,-18.2519,-18.7678,-13.6349,-18.6107,-12.1388
199809,9.0561,5.1004,3.6407,7.8839,3.2651,6.461
199810,4.4756,3.7677,3.3604,7.9569,8.3062,4.6605
199811,8.9652,5.8533,5.6133,7.0562,5.6538,4.0814
199812,6.6553,3.5183,2.7252,8.2632,2.471,3.7991
199901,3.9195,1.9875,1.1433,5.0031,1.1518,-1.546
199902,-8.9695,-7.1986,-8.4987,-4.4149,-0.9271,-1.074
199903,-0.2035,0.9592,-2.7897,4.0252,4.1471,1.0807
199904,9.1586,10.6896,9.1189,2.3348,7.6148,7.0628
199905,1.8049,1.0088,3.7925,-2.4832,-1.1268,0.2406
199906,6.7584,5.7704,6.2928,6.6375,2.4499,0.2958
199907,-1.191,-0.5617,-1.2438,-2.9848,-3.7718,-3.8829
199908,-2.8352,-3.1964,-3.2485,0.0556,-3.3543,-2.9692
199909,0.4795,-0.2209,-2.8644,-1.764,-5.6756,-5.2525
199910,0.6084,-0.4785,-2.5868,6.6762,7.5622,3.5557
199911,13.3701,6.3387,4.3309,4.215,-2.795,1.1198
199912,18.2553,9.0854,6.5634,8.3771,1.0405,3.2767
200001,1.0652,-1.09,0.5497,-4.832,-3.939,-7.8158
200002,27.058,16.0479,13.3588,1.3319,-5.5798,-2.858
200003,-12.4271,-4.7371,-1.2303,8.5899,10.7687,12.7131
200004,-14.9087,-6.0813,-4.4343,-4.3047,-0.362,0.0456
200005,-8.0316,-5.4717,-4.9404,-3.4615,0.5474,3.4663
200006,17.4896,9.3703,8.7014,4.8381,-4.8427,-2.8232
200007,-7.2209,1.244,1.8833,-3.0493,3.79,4.638
200008,8.8249,5.209,6.6358,7.6526,8.0587,6.9052
200009,-7.4195,-0.6117,-0.3784,-5.9534,1.6585,1.5662
200010,-8.4674,-1.3821,-1.6738,-2.0764,-0.3726,2.543
200011,-16.7323,-4.3973,-2.7862,-10.6084,-3.2984,0.5056
200012,2.6899,8.9149,8.5936,-0.1868,8.9429,9.2459
200101,12.798,5.2068,6.6313,3.505,1.8418,-0.98
200102,-12.5233,-0.6908,0.0678,-11.214,-0.8116,1.3505
200103,-7.7523,-0.9175,-1.5288,-8.0574,-1.421,-1.2434
200104,10.3384,5.0245,5.0113,8.9837,4.8477,4.7177
200105,3.9292,4.6281,6.2971,0.4188,2.1284,4.7252
200106,6.3216,4.7265,3.1359,-2.1996,-1.0429,-1.3252
200107,-9.3345,-4.6149,-0.9899,-1.7174,-1.1552,0.6283
200108,-7.4266,-2.6588,-1.4748,-6.9075,-3.8959,-8.1933
200109,-17.1235,-13.3565,-14.0809,-8.1637,-9.5667,-8.0722
200110,11.2487,5.5105,4.5462,3.3418,0.5259,-5.2769
200111,9.0033,7.3724,9.0152,7.9191,6.6955,12.2213
200112,6.7057,6.845,6.8196,0.6766,2.9538,2.3712
200201,-5.1424,0.3014,3.2929,-0.9196,-1.5758,-2.5897
200202,-8.0625,-1.4642,-1.0042,-2.4102,0.1404,-5.047
200203,8.8589,7.7091,9.8071,3.5822,5.5601,4.7984
200204,-4.0089,2.3609,4.1595,-7.1057,-0.5427,-7.3559
200205,-6.6957,-3.6836,-2.6374,-1.3601,0.4038,-2.283
200206,-7.1387,-3.3065,-2.4228,-7.4412,-5.9674,-12.0681
200207,-14.7108,-14.474,-15.1297,-6.4594,-8.7265,-13.458
200208,-0.439,0.4082,-0.5989,-0.0985,1.7595,6.5247
200209,-8.2993,-7.6239,-7.0138,-10.8214,-10.1809,-9.1172
200210,6.7611,4.5051,0.4796,9.7958,4.3414,7.9308
200211,13.2839,8.3393,7.4314,5.3649,5.8235,8.1884
200212,-8.7294,-4.6781,-3.614,-6.2042,-4.0228,-6.753
200301,-2.3872,-2.5654,-1.4036,-2.8465,-1.7926,-5.556
200302,-3.9438,-1.9201,-3.7024,-1.4429,-2.3911,-4.353
200303,1.9317,0.439,0.7874,1.5875,0.3559,-1.5677
200304,11.0906,9.4619,9.2693,7.7715,8.7584,11.3742
200305,13.2327,10.8476,10.1137,5.0192,7.3635,8.3506
200306,2.3168,2.4225,3.7627,1.3202,1.2694,0.6632
200307,8.1366,5.8152,7.0022,1.7643,2.7578,0.7377
200308,4.9091,4.5722,6.2501,2.123,1.4953,4.0007
200309,-1.587,-2.0315,0.7563,-1.1436,-0.4718,-3.3857
200310,8.4172,7.8713,10.7388,5.2028,7.1886,6.7165
200311,2.8482,3.7043,4.5443,0.8093,1.6084,2.7125
200312,0.9981,2.6186,2.9225,4.6112,4.3633,5.8513
200401,3.8913,3.4614,7.1747,1.4557,2.412,3.0719
200402,0.4288,0.9154,0.2911,1.0837,2.2929,2.945
200403,1.333,0.4056,0.4043,-1.8727,-0.7738,-0.4738
200404,-3.4577,-3.2102,-6.1284,-0.2108,-3.7231,-3.678
200405,1.0299,1.2501,0.6003,1.2454,1.2598,1.1048
200406,3.1132,5.0122,4.4132,1.5071,1.512,2.6755
200407,-9.5732,-5.6346,-5.1925,-4.3582,-2.3218,-2.1789
200408,-2.2364,-0.4454,-0.7039,-0.2883,1.4615,0.1089
200409,5.5689,5.1491,3.5629,0.8375,1.7173,2.7108
200410,2.7456,1.7379,1.1411,1.5883,1.0352,2.6164
200411,8.5055,8.5953,8.8189,3.7038,4.799,6.2466
200412,4.3584,2.4963,3.7545,3.5336,3.4966,3.7818
200501,-5.3319,-3.3409,-2.6504,-3.0899,-1.3403,-1.7438
200502,0.7175,2.0256,2.9266,2.1361,2.0112,3.178
200503,-4.2202,-2.3627,-1.3505,-1.2858,-2.736,0.1289
200504,-6.3059,-6.1153,-5.7497,-1.7194,-2.3536,-2.1842
200505,7.391,6.2982,5.6092,3.6716,3.1023,4.1379
200506,2.6697,4.0809,4.6902,-0.8033,1.7809,2.8246
200507,7.0419,6.8734,5.9049,4.5655,2.5938,4.0499
200508,-2.2748,-1.1329,-1.1969,-1.2367,-0.8938,0.4553
200509,0.3378,0.962,0.1725,0.3725,1.0748,2.0094
200510,-4.0318,-2.5955,-2.1747,-1.2417,-1.7868,-2.2046
200511,5.1316,4.5167,4.0007,4.12,3.7088,2.9214
200512,0.0067,-0.3549,-0.338,-0.7324,1.3376,0.0837
200601,8.6563,9.4367,7.9658,1.8181,3.5579,4.4914
200602,-0.6501,-0.1184,-0.4372,-0.1224,0.8859,-0.8461
200603,4.112,5.1169,5.5837,1.6804,1.0758,1.5746
200604,-0.6242,1.0261,0.8982,0.0178,2.2802,3.2324
200605,-7.7123,-4.8927,-4.0354,-2.9089,-2.7657,-1.6892
200606,-0.7271,0.4246,0.13,-0.1241,0.1837,0.8623
200607,-5.9487,-2.7497,-2.1591,-0.798,1.1471,0.7571
200608,3.3592,2.5378,2.5885,3.3078,1.9964,0.1095
200609,1.0637,0.8706,1.2917,2.5206,2.367,2.2156
200610,6.0735,5.1917,4.5541,3.3989,2.9588,4.3157
200611,2.6937,2.824,2.7813,1.8544,2.2065,1.9034
200612,-0.5923,0.7122,1.9964,0.3605,1.9768,3.2042
200701,2.5951,0.8918,1.9142,1.9164,1.8107,1.2082
200702,-0.133,0.0331,-0.9855,-1.9653,-1.5514,-1.4477
200703,1.6761,1.3108,0.3677,0.8512,1.7826,0.4952
200704,2.7376,2.0674,1.018,4.8635,3.6629,3.8318
200705,4.4694,3.712,3.1462,3.2258,3.9985,3.2828
200706,-0.5312,-1.1288,-1.6365,-1.1085,-2.3249,-2.1961
200707,-4.7684,-5.7666,-7.8022,-1.3825,-4.1554,-5.4442
200708,1.5294,2.3733,-0.7639,1.5802,2.0329,0.0505
200709,2.5829,0.9459,0.068,4.9346,2.2918,3.0234
200710,3.7573,1.7093,0.4649,3.1449,1.4047,0.6267
200711,-7.2384,-6.6228,-7.8263,-3.1635,-5.5474,-4.5669
200712,0.275,-0.6786,-0.8808,-0.4067,-0.8815,-0.4244
200801,-8.1573,-6.3103,-4.1252,-7.2026,-4.8206,-3.8885
200802,-4.4166,-2.8455,-3.7581,-2.1064,-3.5608,-4.5309
200803,-1.8753,1.16,0.1571,0.6761,-2.5413,-1.0664
200804,4.9317,3.4505,1.6905,3.7147,6.0786,5.0448
200805,5.6027,5.5091,2.9895,2.2706,0.6911,1.9892
200806,-7.2337,-7.3844,-8.9858,-7.0384,-9.4072,-10.8165
200807,2.3858,2.833,4.9116,-1.1354,-3.0059,6.8695
200808,3.2323,3.867,6.8154,1.4674,1.0466,0.7838
200809,-11.0905,-7.3451,-6.702,-9.7129,-9.9317,-1.9525
200810,-21.9799,-19.1871,-20.5428,-15.4528,-17.0767,-21.6237
200811,-11.7438,-10.9588,-14.3837,-6.1321,-6.3831,-16.1028
200812,4.8335,4.4879,5.3874,1.679,1.0772,1.4093
200901,-7.8659,-9.8988,-15.7133,-5.4263,-9.2175,-19.8196
200902,-9.6625,-11.1495,-15.0169,-7.957,-11.8853,-16.6633
200903,9.2988,10.1362,11.0215,8.3193,8.7256,13.4052
200904,16.4419,16.2917,17.8966,7.9142,10.4207,16.8748
200905,3.5967,3.0879,2.6312,4.5763,6.1095,6.5247
200906,5.3139,1.6948,0.8761,0.8949,-0.9846,0.0863
200907,6.9891,10.1822,13.5005,6.7304,8.2715,9.9683
200908,1.1301,3.0369,8.0271,1.7236,3.9462,9.8335
200909,6.3897,5.7699,7.354,3.422,4.6454,4.2303
200910,-6.9672,-6.2119,-9.0367,-0.4345,-2.8112,-6.4167
200911,1.8379,1.9126,4.0687,6.6358,4.717,3.899
200912,8.5415,7.9996,8.5593,1.9289,3.0892,1.6966
201001,-3.617,-3.1007,-2.7969,-4.2416,-1.9816,-4.406
201002,3.4233,3.9894,7.4925,3.0533,2.9212,5.3549
201003,6.9896,8.1227,8.8474,5.2541,6.7623,7.6203
201004,3.7769,6.3884,9.2443,0.8827,2.7127,1.2276
201005,-6.0499,-7.0417,-10.2881,-7.3798,-8.5047,-7.9214
201006,-5.9045,-7.4464,-10.8313,-4.4379,-5.667,-8.5528
201007,6.8004,6.7396,7.1354,6.7238,7.7464,5.6734
201008,-7.1648,-7.6859,-8.6704,-4.1195,-3.9304,-6.4137
201009,14.0644,12.776,10.8473,10.0743,8.9784,6.8346
201010,4.3772,4.2258,3.5428,4.5965,3.8366,0.5054
201011,3.6969,4.146,3.3748,0.5385,0.3756,-1.0367
201012,7.2866,8.2986,9.3445,4.9484,7.7752,10.176
201101,-0.5043,0.0897,0.3488,2.0475,2.5909,2.8445
201102,5.1003,5.2704,5.6559,2.5364,4.3367,4.5663
201103,3.3307,2.8854,1.5465,0.1706,1.4033,-1.5654
201104,3.3034,2.128,1.047,3.7592,2.669,1.1542
201105,-1.4952,-1.9996,-3.1959,-0.5681,-1.4126,-2.9772
201106,-1.7997,-2.0735,-1.8569,-1.4314,-1.767,-2.2125
201107,-4.6051,-4.1437,-3.0903,-0.7797,-2.8928,-4.0507
201108,-9.1138,-8.9122,-9.9379,-4.0435,-6.4958,-8.3318
201109,-11.1594,-11.5163,-10.7819,-6.3325,-6.9625,-10.1272
201110,15.7007,15.5385,13.2349,9.859,12.0631,12.579
201111,-1.7641,-0.2957,-0.1996,-0.1171,0.9233,-2.6405
201112,-0.6934,0.738,1.1318,-0.1633,1.9428,1.3766
201201,8.229,6.8453,5.9586,5.5048,3.2716,5.9712
201202,3.4066,2.3676,3.0229,4.6722,3.6675,5.9821
201203,2.3055,2.7993,3.1121,3.7163,1.1954,5.339
201204,-1.3507,-2.176,-0.8542,-0.5228,-0.1293,-2.5586
201205,-6.4592,-6.3882,-6.1023,-5.5107,-5.9788,-7.955
201206,6.003,4.0641,4.9511,2.8912,4.6981,5.0988
201207,-3.1617,-0.8242,-1.5866,1.2556,1.4493,-0.42
201208,3.3525,3.2299,3.5067,2.3852,1.8176,4.4746
201209,3.2193,3.6119,3.9937,1.9066,3.1757,4.2603
201210,-3.9397,-1.3566,-0.7774,-2.5489,-1.7615,1.5158
201211,0.9349,1.0088,0.7392,1.1476,0.2564,-0.3151
201212,2.5207,3.3867,4.3748,-0.2373,1.2006,4.9657
201301,6.9549,6.2411,5.936,4.4926,6.0851,7.4655
201302,0.9099,0.7739,1.1745,1.365,1.3817,1.3593
201303,5.109,4.597,4.412,3.8022,4.0387,4.0375
201304,-0.8649,-0.9766,-0.0967,1.8308,1.3247,2.1195
201305,5.0176,5.1752,5.228,1.9617,1.4982,6.9794
201306,-0.3233,0.3273,-0.4499,-1.7594,-0.3529,-1.8091
201307,7.3823,7.1798,7.8421,5.6273,4.8999,6.2864
201308,-1.0966,-3.4003,-3.8529,-1.7741,-3.1238,-4.3361
201309,6.2946,6.3521,5.6278,4.046,3.1467,2.4148
201310,1.0958,3.1449,3.9163,4.1881,4.7738,3.7908
201311,5.0473,3.9986,4.3289,3.3427,1.8125,4.6484
201312,1.8465,2.5795,1.8128,2.1515,3.7563,2.095
201401,-0.2301,-4.0284,-3.7361,-3.3419,-3.3945,-3.8691
201402,4.055,4.671,5.1006,4.9793,4.7187,3.2128
201403,-3.4584,1.2758,1.3366,-0.5368,0.7746,4.4614
201404,-6.4008,-3.0031,-2.8277,0.4105,0.9229,-0.9285
201405,-0.7964,0.9635,-0.0125,2.4757,1.9484,1.4443
201406,7.1982,4.9874,4.4989,1.6382,2.814,2.9927
201407,-6.2659,-6.4145,-5.409,-1.4226,-1.5992,-2.2456
201408,4.93,4.107,4.5147,4.8387,3.2063,4.4199
201409,-4.6996,-5.3194,-6.457,-0.9017,-2.4823,-1.897
201410,7.5415,5.9017,5.2246,2.7665,1.5803,1.4864
201411,1.7753,-0.225,-1.0435,3.6862,2.5672,0.3726
201412,2.0818,2.8979,3.2121,-1.3175,0.0679,2.0116
201501,-2.7861,-4.9202,-5.1018,-1.5879,-3.2891,-6.394
201502,7.5447,6.891,5.0259,6.54,5.926,5.4413
201503,2.0964,1.7145,1.1062,-1.3946,-1.5333,-1.2259
201504,-3.2308,-2.0961,-0.6955,0.2828,1.2929,1.5105
201505,2.7812,2.7173,0.913,1.2914,1.4754,0.9625
201506,2.5933,0.2813,0.5615,-1.8479,-1.9665,-1.2902
201507,-0.1261,-2.3895,-5.6459,2.9985,1.0151,0.0936
201508,-9.0534,-4.6248,-3.322,-6.3413,-5.3707,-6.6183
201509,-7.6692,-4.6232,-4.857,-2.1574,-2.9847,-4.1813
201510,4.6508,6.4338,5.8152,8.0669,8.3651,6.4006
201511,5.8397,3.3134,3.7178,0.5054,-0.3144,1.6428
201512,-4.0162,-4.9244,-6.7274,-1.3675,-2.1571,-3.5611
201601,-13.8546,-7.7671,-6.8934,-5.2517,-5.0138,-8.1841
201602,-0.571,0.9129,0.5271,0.0201,0.6167,-2.2649
201603,7.8002,7.9217,8.3807,6.5606,6.8798,8.2016
201604,2.5014,1.1823,3.7591,-0.5615,1.1863,4.734
201605,2.2118,1.2688,0.4103,2.0933,1.9306,0.6866
201606,0.2218,-0.373,0.0318,-0.0074,0.5889,-2.6237
201607,7.1118,5.7401,5.8547,4.9289,2.2394,3.7247
201608,1.1198,2.6825,3.388,-0.4557,0.3666,3.887
201609,3.1379,1.3683,1.5722,0.4401,-0.0763,-0.4118
201610,-8.1686,-5.174,-3.0962,-1.963,-2.2918,1.1063
201611,8.9908,12.2477,14.8065,1.8983,5.2072,12.5207
201612,-0.4478,2.9277,4.5093,1.4125,1.7753,3.4772
201701,2.0683,-0.0551,-0.6152,3.3351,0.8549,0.3967
201702,3.6359,1.0068,0.3284,4.3293,2.6196,4.0512
201703,2.2622,0.2134,-0.6746,1.1554,-0.2985,-2.5621
201704,1.9503,1.4245,0.6614,2.048,0.7038,-0.878
201705,-1.0768,-1.5784,-3.7965,2.9501,0.0984,-1.6701
201706,4.7184,3.0806,3.2822,-0.13,0.5664,4.2085
201707,0.7422,0.6508,0.4732,2.5339,1.6505,2.091
201708,-0.5354,-1.9955,-2.4007,1.324,-0.1829,-1.1994
201709,5.45,8.3809,8.2861,1.305,2.6494,4.748
201710,0.3554,0.2956,0.9697,3.1935,1.462,2.8194
201711,2.7215,2.7441,2.6487,3.3056,3.3518,3.1943
201712,0.7999,-0.7058,0.0613,0.8725,1.185,1.9534
201801,3.1325,3.0721,1.7262,6.4717,5.4768,5.2406
201802,-3.0383,-3.8737,-3.5542,-2.5602,-4.738,-4.0614
201803,1.3168,0.8931,2.0292,-2.3899,-2.1883,-3.334
201804,1.2052,1.1551,2.2784,0.626,0.0658,0.5499
201805,7.9726,7.4795,5.8739,3.8816,1.9262,-0.3257
201806,2.8635,0.3931,0.5913,1.0601,0.5012,-1.2969
201807,1.3654,2.1574,1.1062,3.2459,3.3655,4.6413
201808,5.6399,3.3219,2.3348,5.3511,1.6776,0.8216
201809,-1.8473,-2.6965,-2.7535,0.6518,0.6062,-1.7093
201810,-13.3811,-11.5271,-9.1071,-8.1914,-5.9242,-5.5468
201811,1.0361,1.9941,0.9152,1.5092,2.2499,2.3098
201812,-12.1709,-12.0774,-12.6433,-8.2713,-9.6089,-11.5819
201901,12.9277,10.3632,11.0384,8.1628,8.3575,9.1313
201902,6.4202,5.1986,3.5637,3.7696,3.8396,1.2069
201903,-0.6456,-2.8345,-4.2894,2.8398,0.442,-1.8955
201904,2.382,4.1229,3.1189,4.0356,3.5085,7.3348
201905,-7.1776,-8.0423,-9.919,-6.4776,-6.8151,-8.2951
201906,8.2653,7.6925,6.3534,7.1241,7.0595,7.463
201907,-0.8092,0.6218,-0.9412,1.8013,0.7047,2.6112
201908,-4.1623,-5.9588,-8.1784,-1.0232,-3.3849,-6.7038
201909,-2.6128,3.938,5.4743,0.3283,3.8422,5.7881
201910,4.3401,2.5975,0.6409,2.5953,1.7216,2.5442
201911,6.3069,3.2256,3.6766,4.3802,3.2056,2.9017
201912,2.5487,4.2933,4.8444,2.7746,2.6054,4.3029
202001,-1.7314,-4.3861,-8.1275,1.6675,-2.2024,-4.4681
202002,-6.0399,-8.8122,-10.0866,-7.0404,-10.127,-10.8283
202003,-18.8715,-21.5397,-28.5829,-8.9873,-17.7189,-27.1868
202004,18.5809,13.2759,15.8195,14.3798,10.6722,14.362
202005,11.5212,4.7592,4.1501,6.0425,3.5868,3.3201
202006,5.6547,2.2866,3.4234,3.5293,-1.3425,1.0626
202007,1.9576,2.8825,2.7738,7.2053,3.3206,3.6168
202008,7.0645,4.7107,5.3625,9.5044,3.0598,5.3217
202009,-0.7754,-4.347,-5.7225,-4.2192,-2.5003,-4.297
202010,0.9988,2.3596,6.1579,-2.9304,-0.852,-0.0315
202011,22.814,17.4544,19.3737,10.5768,14.3923,18.2273
202012,12.5171,7.9464,8.5283,4.4932,4.3147,5.7637
202101,5.7175,5.2626,10.0531,-0.6429,-0.6081,0.724
202102,5.84,9.569,9.3848,0.4247,6.9852,11.04
202103,-2.7927,2.9487,7.0782,2.3297,5.0789,7.2534
202104,2.3717,1.5708,1.5547,6.0725,3.311,5.398
